First,Last,Nickname,Height in cm,Weight in lbs,Reach in inches,Stance,W,L,D,Belt
Edivan,Santos,Pe De Sapo,193.04,248,198.12,Orthodox,12.0,3.0,1.0,0.0
Daniel,Santos,Willycat,170.18,135,170.18,Orthodox,12.0,2.0,0.0,0.0
Gabriel,Santos,Mosquitinho,175.26,145,177.8,Orthodox,10.0,2.0,0.0,0.0
Luana,Santos,0,0.0,125,0.0,0,5.0,1.0,0.0,0.0
Nick,Sanzo,0,175.26,190,0.0,0,1.0,1.0,0.0,0.0
Bob,Sapp,The Beast,195.57999999999998,350,0.0,Orthodox,11.0,20.0,0.0,0.0
Daniel,Sarafian,0,175.26,185,185.42000000000002,Orthodox,10.0,6.0,0.0,0.0
Jeka,Saragih,0,172.72,155,175.26,Orthodox,13.0,3.0,0.0,0.0
Diego,Saraiva,The Octopus,167.64000000000001,155,0.0,Orthodox,22.0,20.0,1.0,0.0
Harris,Sarmiento,The Hitman,175.26,155,0.0,Orthodox,36.0,26.0,0.0,0.0
Alexander,Sarnavskiy,Tiger,180.34,155,0.0,0,35.0,6.0,0.0,0.0
Yuki,Sasaki,0,187.96,185,0.0,Orthodox,25.0,22.0,2.0,0.0
Kyosuke,Sasaki,0,170.18,183,0.0,Southpaw,3.0,7.0,4.0,0.0
Yuta,Sasaki,Ulka,177.8,125,180.34,Southpaw,21.0,6.0,2.0,0.0
Paul,Sass,0,182.88,155,185.42000000000002,Orthodox,14.0,2.0,0.0,0.0
Keisuke,Sasu,Sasuke,165.1,145,175.26,Switch,11.0,3.0,1.0,0.0
Masaaki,Satake,0,185.42,220,0.0,Orthodox,1.0,8.0,1.0,0.0
Takenori,Sato,0,177.8,170,0.0,Southpaw,19.0,11.0,7.0,0.0
Takashi,Sato,Ten,177.8,170,185.42000000000002,Southpaw,16.0,7.0,0.0,0.0
Jeimeson,Saudino,The Minion,167.64000000000001,135,0.0,0,8.0,5.0,0.0,0.0
Tom,Sauer,0,185.42,263,0.0,0,25.0,12.0,0.0,0.0
Townsend,Saunders,0,165.1,170,0.0,Orthodox,0.0,2.0,0.0,0.0
Ben,Saunders,Killa B,187.96,170,195.58,Orthodox,22.0,13.0,2.0,0.0
Chad W.,Saunders,0,177.8,170,0.0,Orthodox,7.0,2.0,0.0,0.0
Chris,Saunders,The So Cal Kid,172.72,155,0.0,0,16.0,8.0,0.0,0.0
Lumumba,Sayers,0,182.88,185,0.0,0,6.0,5.0,0.0,0.0
Matt,Sayles,0,170.18,155,172.72,Orthodox,8.0,4.0,0.0,0.0
Brandon,Sayles,Man of War,195.57999999999998,265,0.0,0,5.0,1.0,0.0,0.0
Mark,Scanlon,0,175.26,170,0.0,Orthodox,9.0,2.0,0.0,0.0
Eric,Schafer,Red,190.5,185,193.04,Orthodox,14.0,8.0,2.0,0.0
Kerry,Schall,Meat Truck,187.96,265,0.0,Orthodox,24.0,13.0,0.0,0.0
Eric,Schambari,0,180.34,185,0.0,Orthodox,15.0,6.0,0.0,0.0
Brendan,Schaub,Big Brown,193.04,245,198.12,Orthodox,10.0,5.0,0.0,0.0
Matheus,Scheffel,Buffa,187.96,205,190.5,Orthodox,14.0,7.0,0.0,0.0
Antonio,Schembri,Nino,175.26,205,0.0,Orthodox,5.0,5.0,0.0,0.0
Fabiano,Scherner,Pegaleve,190.5,257,0.0,Orthodox,11.0,10.0,0.0,0.0
Samy,Schiavo,0,172.72,155,0.0,Orthodox,10.0,6.0,0.0,0.0
Pat,Schilling,Thrilling,172.72,145,0.0,Orthodox,5.0,2.0,0.0,0.0
Joe,Schilling,0,190.5,185,0.0,0,2.0,5.0,0.0,0.0
Semmy,Schilt,Hightower,208.28,265,0.0,Orthodox,26.0,14.0,1.0,0.0
Adam,Schindler,0,172.72,155,0.0,0,10.0,6.0,0.0,0.0
Daniel,Schmitt,0,0.0,185,0.0,0,2.0,3.0,0.0,0.0
Colleen,Schneider,0,0.0,135,0.0,0,11.0,7.0,0.0,0.0
Matt,Schnell,Danger,172.72,125,177.8,Orthodox,16.0,7.0,0.0,0.0
Alex,Schoenauer,0,190.5,185,0.0,Orthodox,15.0,10.0,0.0,0.0
Darrill,Schoonover,The Boss,187.96,220,0.0,Orthodox,14.0,8.0,0.0,0.0
Bob,Schrijber,Dirty,182.88,240,0.0,Orthodox,20.0,17.0,1.0,0.0
Nate,Schroeder,0,185.42,230,0.0,0,11.0,10.0,0.0,0.0
Lacey,Schuckman,0,160.02,125,0.0,0,11.0,10.0,0.0,0.0
Mark,Schultz,0,175.26,200,0.0,Orthodox,1.0,1.0,0.0,0.0
Brian,Schwartz,0,190.5,170,0.0,Orthodox,1.0,1.0,0.0,0.0
Eric,Schwartz,0,0.0,205,0.0,0,2.0,0.0,0.0,0.0
Justin,Scoggins,0,170.18,125,167.64000000000001,Southpaw,11.0,5.0,0.0,0.0
Brad,Scott,Bear,185.42,170,193.04,Orthodox,11.0,6.0,0.0,0.0
Greg,Scott,0,175.26,145,0.0,0,3.0,4.0,0.0,0.0
Mike,Seal,Crazy Boy,193.04,185,0.0,Orthodox,13.0,15.0,1.0,0.0
Matt,Secor,0,182.88,170,0.0,0,8.0,4.0,0.0,0.0
Kenneth,Seegrist,0,182.88,185,0.0,Orthodox,4.0,7.0,0.0,0.0
Neil,Seery,2Tap,162.56,125,162.56,Orthodox,16.0,13.0,0.0,0.0
Rony,Sefo,0,175.26,225,0.0,Orthodox,0.0,2.0,0.0,0.0
Ray,Sefo,Sugarfoot,182.88,240,0.0,Orthodox,2.0,2.0,0.0,0.0
Brendan,Seguin,0,182.88,185,0.0,0,23.0,19.0,1.0,0.0
Tetsuya,Seki,0,177.8,155,0.0,0,14.0,8.0,1.0,0.0
Stefan,Sekulic,0,182.88,170,190.5,Southpaw,12.0,4.0,0.0,0.0
Pete,Sell,Drago,180.34,170,190.5,Orthodox,10.0,7.0,0.0,0.0
Matthew,Semelsberger,Semi The Jedi,185.42,170,190.5,Switch,11.0,5.0,0.0,0.0
Andrei,Semenov,0,182.88,185,0.0,Orthodox,34.0,9.0,2.0,0.0
Mackens,Semerzier,Da Menace,175.26,145,182.88,Orthodox,8.0,4.0,0.0,0.0
Brandon,Sene,0,180.34,205,0.0,0,2.0,2.0,0.0,0.0
YeDam,Seo,0,157.48000000000002,115,160.02,Orthodox,6.0,3.0,0.0,0.0
Kim In,Seok,0,167.64000000000001,145,0.0,Orthodox,3.0,6.0,0.0,0.0
Ray,Seraille,0,190.5,246,0.0,0,8.0,9.0,0.0,0.0
Ivan,Serati,0,182.88,205,0.0,Orthodox,12.0,4.0,0.0,0.0
Alex,Serdyukov,The Russian Crusher,187.96,170,187.96,Orthodox,8.0,5.0,0.0,0.0
Nicholas,Sergiacomi,0,0.0,170,0.0,0,1.0,1.0,0.0,0.0
Matt,Serra,The Terra,167.64000000000001,170,172.72,Orthodox,11.0,7.0,0.0,0.0
Nick,Serra,The Mad Monkey,175.26,170,0.0,Orthodox,7.0,3.0,0.0,0.0
Adrian,Serrano,0,172.72,170,0.0,0,56.0,29.0,4.0,0.0
Fredy,Serrano,El Profe,160.02,125,165.1,Orthodox,3.0,2.0,0.0,0.0
Carl,Seumanutafa,0,185.42,255,0.0,Orthodox,10.0,8.0,0.0,0.0
Dan,Severn,The Beast,187.96,250,0.0,Southpaw,101.0,19.0,1.0,0.0
Rosi,Sexton,The Surgeon,160.02,135,0.0,Orthodox,13.0,5.0,0.0,0.0
Scott,Shaffer,0,170.18,145,0.0,Orthodox,0.0,1.0,0.0,0.0
Edmen,Shahbazyan,The Golden Boy,187.96,185,190.5,Orthodox,12.0,4.0,0.0,0.0
Leon,Shahbazyan,0,193.04,170,187.96,Orthodox,7.0,2.0,0.0,0.0
Don,Shainis,Shameless,167.64000000000001,145,170.18,Orthodox,12.0,5.0,0.0,0.0
Liliya,Shakirova,0,162.56,125,165.1,Orthodox,8.0,2.0,0.0,0.0
Kamal,Shalorus,Prince of Persia,172.72,155,172.72,Orthodox,9.0,5.0,2.0,0.0
Ken,Shamrock,The World's Most Dangerous Man,185.42,205,182.88,Orthodox,28.0,17.0,2.0,0.0
Frank,Shamrock,0,177.8,185,0.0,Orthodox,23.0,10.0,2.0,0.0
Shang,Zhifa,Northeast Flying Tiger,170.18,125,160.02,Orthodox,32.0,8.0,0.0,0.0
Jason,Sharp,0,0.0,205,0.0,0,3.0,3.0,0.0,0.0
Eric,Shelton,Showtime,167.64000000000001,125,172.72,Orthodox,12.0,6.0,0.0,0.0
Sean,Sherk,The Muscle Shark,167.64000000000001,155,170.18,Orthodox,36.0,4.0,1.0,0.0
Chase,Sherman,The Vanilla Gorilla,193.04,250,198.12,Orthodox,16.0,12.0,0.0,0.0
Valentina,Shevchenko,Bullet,165.1,125,167.64000000000001,Southpaw,23.0,4.0,0.0,0.0
Antonina,Shevchenko,La Pantera,172.72,125,170.18,Southpaw,10.0,4.0,0.0,0.0
Katsuyori,Shibata,0,182.88,168,0.0,Orthodox,4.0,11.0,1.0,0.0
Jake,Shields,0,182.88,170,182.88,Orthodox,31.0,9.0,1.0,0.0
Henrique,Shiguemoto,0,180.34,185,182.88,Orthodox,13.0,4.0,1.0,0.0
Shunichi,Shimizu,0,165.1,135,0.0,Orthodox,30.0,18.0,11.0,0.0
Wade,Shipp,The Nightmare,190.5,245,0.0,Orthodox,11.0,5.0,0.0,0.0
Raja,Shippen,0,167.64000000000001,145,0.0,0,18.0,11.0,1.0,0.0
Yuya,Shirai,0,172.72,168,0.0,Orthodox,26.0,14.0,2.0,0.0
Wes,Shivers,0,203.2,0,0.0,0,7.0,1.0,0.0,0.0
Alexander,Shlemenko,Storm,180.34,185,0.0,0,56.0,9.0,0.0,0.0
Josh,Shockley,0,185.42,155,0.0,Orthodox,11.0,4.0,0.0,0.0
Josh,Shockman,The War Hammer,193.04,235,0.0,Southpaw,6.0,3.0,0.0,0.0
Akira,Shoji,0,172.72,195,0.0,Orthodox,14.0,17.0,5.0,0.0
Liudvik,Sholinian,Palmeyros,177.8,135,180.34,Orthodox,9.0,4.0,1.0,0.0
Jack,Shore,Tank,172.72,135,180.34,Orthodox,17.0,1.0,0.0,0.0
Landon,Showalter,The Show,182.88,185,0.0,0,11.0,19.0,1.0,0.0
Ivan,Shtyrkov,Ural Hulk,182.88,205,187.96,Orthodox,15.0,0.0,1.0,0.0
Brandon,Shuey,Big Dawg,170.18,155,0.0,Orthodox,7.0,6.0,0.0,0.0
Ronal,Siahaan,Naga Sakti,170.18,125,180.34,Southpaw,7.0,1.0,0.0,0.0
Sam,Sicilia,0,172.72,145,170.18,Orthodox,15.0,8.0,0.0,0.0
Kiril,Sidelnikov,0,180.34,230,0.0,0,11.0,4.0,0.0,0.0
Serhiy,Sidey,0,0.0,135,0.0,0,8.0,1.0,0.0,0.0
Steven,Siler,Super,180.34,145,177.8,Orthodox,29.0,16.0,0.0,0.0
Siala,Siliga,Mighty Mo,185.42,290,0.0,Orthodox,12.0,5.0,0.0,0.0
Xavier,Siller,Young Guns,165.1,125,0.0,0,5.0,5.0,0.0,0.0
Assuerio,Silva,0,177.8,241,0.0,Orthodox,16.0,8.0,0.0,0.0
Anderson,Silva,The Spider,187.96,185,195.58,Southpaw,34.0,11.0,0.0,0.0
Wanderlei,Silva,The Axe Murderer,180.34,205,187.96,Orthodox,35.0,13.0,1.0,0.0
Thiago,Silva,0,187.96,205,187.96,Orthodox,19.0,6.0,0.0,0.0
Paulo Cesar,Silva,Giant,226.06,385,0.0,Orthodox,2.0,6.0,0.0,0.0
Jean,Silva,White Bear,167.64000000000001,160,0.0,Orthodox,19.0,12.0,3.0,0.0
Edson,Silva,Paredao,0.0,205,0.0,Orthodox,14.0,12.0,0.0,0.0
Sidney,Silva,0,190.5,170,0.0,Southpaw,8.0,4.0,0.0,0.0
Jay,Silva,0,187.96,185,0.0,Southpaw,10.0,11.0,1.0,0.0
Antonio,Silva,Bigfoot,193.04,264,208.28,Orthodox,19.0,12.0,1.0,0.0
Fabio,Silva,0,180.34,205,0.0,Orthodox,1.0,8.0,0.0,0.0
Erick,Silva,0,182.88,170,187.96,Orthodox,19.0,9.0,0.0,0.0
Leandro,Silva,Buscape,175.26,155,182.88,Orthodox,20.0,6.0,1.0,0.0
Claudio,Silva,Hannibal,180.34,170,180.34,Southpaw,14.0,4.0,0.0,0.0
Wagner,Silva,Wagnao,182.88,170,0.0,Orthodox,6.0,3.0,0.0,0.0
Rafael,Silva,Morcego,170.18,135,0.0,0,28.0,6.0,0.0,0.0
Joaquim,Silva,Netto BJJ,172.72,155,175.26,Southpaw,12.0,5.0,0.0,0.0
Felipe,Silva,0,182.88,155,195.58,Orthodox,8.0,2.0,0.0,0.0
Dayana,Silva,0,170.18,135,0.0,Orthodox,7.0,4.0,0.0,0.0
Bruno,Silva,Bulldog,162.56,125,165.1,Orthodox,13.0,5.0,2.0,0.0
Bruno,Silva,Blindado,182.88,185,187.96,Orthodox,23.0,9.0,0.0,0.0
Gabriel,Silva,0,167.64000000000001,135,180.34,Orthodox,8.0,2.0,0.0,0.0
Jacob,Silva,Lil Animal,165.1,125,170.18,Orthodox,6.0,4.0,0.0,0.0
Natalia,Silva,0,162.56,125,165.1,Southpaw,15.0,5.0,1.0,0.0
Jansey,Silva,Jones,187.96,185,170.18,Orthodox,7.0,2.0,0.0,0.0
Maria,Silva,Viuva Negra,160.02,115,162.56,Orthodox,8.0,1.0,0.0,0.0
Karine,Silva,Killer,165.1,125,170.18,Orthodox,16.0,4.0,0.0,0.0
Erik,Silva,The King,175.26,145,180.34,Orthodox,9.0,2.0,0.0,0.0
Janaina,Silva,Jana Popozinha,0.0,115,0.0,0,5.0,0.0,0.0,0.0
Jhonata,Silva,0,0.0,125,0.0,0,8.0,1.0,0.0,0.0
Jean,Silva,Lord Assassin,0.0,145,0.0,0,10.0,2.0,0.0,0.0
Danny,Silva,Puma,0.0,145,0.0,0,7.0,1.0,0.0,0.0
Douglas,Silva de Andrade,D Silva,170.18,135,172.72,Orthodox,29.0,5.0,0.0,0.0
Leonardo,Silva de Oliveira,Cabecao,187.96,185,0.0,Orthodox,12.0,4.0,0.0,0.0
Marcus,Silveira,Conan,190.5,242,0.0,Orthodox,6.0,4.0,0.0,0.0
Elias,Silverio,Xuxu,180.34,155,185.42000000000002,Orthodox,13.0,3.0,0.0,0.0
Sim,Kai Xiong,Kobra,165.1,125,167.64000000000001,Orthodox,5.0,1.0,0.0,0.0
Jamey,Simmons,The Afro Samurai,167.64000000000001,135,177.8,Orthodox,7.0,4.0,0.0,0.0
Ricky,Simon,0,167.64000000000001,135,175.26,Orthodox,20.0,4.0,0.0,0.0
Aaron,Simpson,A-Train,182.88,170,185.42000000000002,Orthodox,12.0,5.0,0.0,0.0
Wes,Sims,The Project,208.28,260,0.0,Orthodox,24.0,14.0,1.0,0.0
Marlon,Sims,0,0.0,170,0.0,0,3.0,4.0,0.0,0.0
Tony,Sims,0,180.34,155,177.8,Southpaw,12.0,4.0,0.0,0.0
Everett,Sims,Sexual Chocolate,195.57999999999998,260,195.58,Southpaw,4.0,1.0,0.0,0.0
Lodune,Sincaid,0,175.26,185,0.0,Orthodox,15.0,9.0,0.0,0.0
Rob,Sinclair,0,172.72,155,0.0,0,13.0,5.0,0.0,0.0
Rory,Singer,Outburst,187.96,185,195.58,Orthodox,11.0,9.0,0.0,0.0
Rana Rudra Pratap,Singh,Ashwathama,177.8,135,175.26,Orthodox,11.0,2.0,0.0,0.0
Elvis,Sinosic,The King of Rock n' Rumble,190.5,205,195.58,Orthodox,7.0,11.0,2.0,0.0
Mitchell,Sipe,No Dice,187.96,245,0.0,Orthodox,4.0,1.0,0.0,0.0
Gian,Siqueira,Pitbull,185.42,170,187.96,Orthodox,19.0,5.0,0.0,0.0
Jeremia,Siregar,The Teacher,157.48000000000002,125,160.02,Orthodox,6.0,3.0,0.0,0.0
AJ,Siscoe,Let's Go,170.18,135,0.0,0,1.0,2.0,0.0,0.0
Yokthai,Sithoar,0,170.18,143,0.0,0,0.0,1.0,0.0,0.0
Jeri,Sitzes,0,165.1,125,0.0,0,3.0,1.0,0.0,0.0
Dennis,Siver,0,167.64000000000001,145,177.8,Orthodox,23.0,11.0,0.0,0.0
Chas,Skelly,The Scrapper,180.34,145,182.88,Orthodox,19.0,3.0,0.0,0.0
Matt,Skelton,0,190.5,265,0.0,Orthodox,0.0,1.0,0.0,0.0
Zach,Skinner,0,167.64000000000001,145,0.0,Orthodox,10.0,11.0,0.0,0.0
Brian,Sleeman,0,172.72,185,0.0,0,9.0,9.0,1.0,0.0
Joe,Slick,0,182.88,199,0.0,Orthodox,16.0,5.0,3.0,0.0
Ray,Sloan,0,185.42,205,0.0,0,8.0,1.0,0.0,0.0
Kestutis,Smirnovas,0,177.8,200,0.0,Orthodox,24.0,8.0,2.0,0.0
Maurice,Smith,0,187.96,221,0.0,Orthodox,12.0,14.0,0.0,0.0
Patrick,Smith,0,187.96,225,0.0,Orthodox,20.0,17.0,0.0,0.0
Scott,Smith,Hands of Steel,182.88,185,177.8,Orthodox,18.0,11.0,0.0,0.0
Eric,Smith,0,0.0,0,0.0,Southpaw,1.0,1.0,0.0,0.0
Josh,Smith,0,182.88,155,0.0,Orthodox,9.0,8.0,0.0,0.0
David,Smith,0,0.0,155,0.0,0,5.0,1.0,0.0,0.0
Adam,Smith,0,0.0,0,0.0,0,0.0,3.0,0.0,0.0
Dillon,Smith,0,182.88,170,0.0,0,0.0,0.0,0.0,0.0
Trevor,Smith,Hot Sauce,190.5,185,190.5,Orthodox,15.0,10.0,0.0,0.0
Anthony,Smith,Lionheart,193.04,205,193.04,Orthodox,36.0,18.0,0.0,0.0
Colton,Smith,0,182.88,155,180.34,Orthodox,7.0,4.0,0.0,0.0
Gilbert,Smith,0,175.26,185,0.0,Southpaw,12.0,6.0,0.0,0.0
Leslie,Smith,The Peacemaker,175.26,135,167.64000000000001,Orthodox,10.0,7.0,1.0,0.0
Devonte,Smith,King Kage,175.26,155,193.04,Orthodox,11.0,4.0,0.0,0.0
Cole,Smith,The Cole Train,180.34,135,170.18,Orthodox,7.0,2.0,0.0,0.0
Nate,Smith,The Savage,167.64000000000001,125,175.26,Switch,6.0,1.0,0.0,0.0
Braxton,Smith,The Beautiful Monster,180.34,257,182.88,Orthodox,5.0,2.0,0.0,0.0
Walter,Smith-Cotito,0,172.72,135,0.0,0,4.0,5.0,0.0,0.0
Justin,Smitley,0,0.0,145,0.0,0,10.0,7.0,1.0,0.0
Dmitrii,Smoliakov,The Lifeguard,187.96,253,187.96,Switch,9.0,3.0,0.0,0.0
Louis,Smolka,Da Last Samurai,175.26,135,172.72,Orthodox,17.0,9.0,0.0,0.0
Cameron,Smotherman,The Baby-Faced Killer,0.0,135,0.0,0,8.0,3.0,0.0,0.0
Shimon,Smotritsky,The Assassin,187.96,170,187.96,Orthodox,8.0,2.0,0.0,0.0
Richie,Smullen,0,175.26,155,172.72,Orthodox,3.0,1.0,1.0,0.0
Devin,Smyth,0,177.8,170,182.88,Switch,4.0,2.0,0.0,0.0
Denis,Sobolev,0,190.5,216,0.0,Orthodox,4.0,7.0,0.0,0.0
Peter,Sobotta,0,182.88,170,190.5,Southpaw,17.0,7.0,1.0,0.0
Renato,Sobral,Babalu,185.42,205,190.5,Orthodox,37.0,11.0,0.0,0.0
Rameau Thierry,Sokoudjou,The African Assassin,177.8,205,198.12,Orthodox,18.0,18.0,0.0,0.0
Alexander,Soldatkin,0,0.0,0,0.0,0,14.0,3.0,0.0,0.0
Joe,Solecki,0,175.26,155,177.8,Orthodox,13.0,3.0,0.0,0.0
Chris,Solomon,0,180.34,155,0.0,0,0.0,0.0,0.0,0.0
Joe,Son,0,162.56,236,0.0,Orthodox,0.0,4.0,0.0,0.0
Paul,Song,0,0.0,185,0.0,0,2.0,2.0,0.0,0.0
Song,Kenan,The Assassin,182.88,170,180.34,Orthodox,19.0,7.0,0.0,0.0
Song,Yadong,Kung Fu Kid,172.72,135,170.18,Orthodox,20.0,7.0,1.0,0.0
Emrah,Sonmez,Anatolian Wolf,0.0,145,0.0,0,14.0,4.0,0.0,0.0
Chael,Sonnen,0,185.42,205,185.42000000000002,Southpaw,29.0,15.0,1.0,0.0
Cody,Sons,0,175.26,205,0.0,0,3.0,7.0,0.0,0.0
Jin,Soo Son,0,167.64000000000001,135,175.26,Orthodox,9.0,4.0,0.0,0.0
Emiliano,Sordi,He-Man,187.96,205,0.0,Orthodox,16.0,7.0,0.0,0.0
Sean,Soriano,0,175.26,145,177.8,Orthodox,14.0,8.0,0.0,0.0
Punahele,Soriano,Puna,180.34,185,182.88,Southpaw,9.0,3.0,0.0,0.0
Dmitry,Sosnovskiy,Wicked Machine,190.5,240,195.58,Orthodox,11.0,0.0,0.0,0.0
Ben,Sosoli,Combat Wombat,182.88,265,182.88,Southpaw,7.0,3.0,0.0,0.0
Krzysztof,Soszynski,The Polish Experiment,185.42,205,195.58,Open Stance,26.0,12.0,1.0,0.0
George,Sotiropoulos,0,177.8,155,180.34,Orthodox,14.0,7.0,0.0,0.0
Greg,Soto,0,180.34,170,185.42000000000002,Orthodox,9.0,4.0,0.0,0.0
Alex,Soto,Extremo,172.72,135,0.0,Southpaw,8.0,3.0,1.0,0.0
Joe,Soto,One Bad Mofo,167.64000000000001,135,165.1,Orthodox,18.0,7.0,0.0,0.0
Mario,Soto,Dr. Mario,182.88,145,0.0,0,7.0,2.0,0.0,0.0
Andre,Soukhamthath,The Asian Sensation,175.26,135,177.8,Orthodox,13.0,8.0,0.0,0.0
Mario,Sousa,Coracao Valente,190.5,185,200.66,Orthodox,15.0,3.0,0.0,0.0
Bobby,Southworth,0,187.96,205,0.0,Orthodox,10.0,6.0,0.0,0.0
Jacare,Souza,0,185.42,185,182.88,Orthodox,26.0,10.0,0.0,0.0
Edimilson,Souza,Kevin,182.88,145,187.96,Orthodox,15.0,5.0,0.0,0.0
Livinha,Souza,The Brazilian Gangsta,160.02,115,160.02,Orthodox,14.0,4.0,0.0,0.0
Bruno,Souza,The Tiger,177.8,145,177.8,Orthodox,10.0,3.0,0.0,0.0
Ketlen,Souza,Esquentadinha,160.02,125,160.02,Orthodox,13.0,4.0,0.0,0.0
Charon,Spain,0,175.26,155,0.0,0,14.0,26.0,0.0,0.0
Chris,Spang,The Kiss,187.96,170,0.0,Orthodox,6.0,3.0,0.0,0.0
Andreas,Spang,Sweet Swede,185.42,185,0.0,0,9.0,3.0,0.0,0.0
Ryan,Spann,Superman,195.57999999999998,205,200.66,Orthodox,21.0,8.0,0.0,0.0
Ron,Sparks,The Monster,195.57999999999998,265,0.0,0,8.0,3.0,0.0,0.0
Tommy,Speer,0,177.8,170,180.34,Orthodox,21.0,7.0,0.0,0.0
Patrick,Speight,0,185.42,170,0.0,Orthodox,7.0,3.0,0.0,0.0
Sean,Spencer,Black Magic,177.8,170,187.96,Orthodox,12.0,6.0,0.0,0.0
Felicia,Spencer,FeeNom,167.64000000000001,145,172.72,Orthodox,9.0,3.0,0.0,0.0
Sam,Spengler,The Ram,180.34,185,0.0,Orthodox,9.0,5.0,0.0,0.0
Nick,Sperling,0,0.0,135,0.0,0,3.0,4.0,0.0,0.0
Mario,Sperry,Zen Machine,187.96,205,0.0,Orthodox,13.0,4.0,0.0,0.0
Eric,Spicely,Zebrinha,185.42,185,185.42000000000002,Orthodox,12.0,6.0,0.0,0.0
Waachiim,Spiritwolf,Native Warrior,172.72,170,0.0,0,12.0,13.0,1.0,0.0
Daniel,Spitz,0,200.66,245,208.28,Orthodox,6.0,3.0,0.0,0.0
Serghei,Spivac,Polar Bear,190.5,260,198.12,Orthodox,16.0,3.0,0.0,0.0
Daniel,Spohn,Dragon,193.04,205,200.66,Southpaw,15.0,6.0,0.0,0.0
Pete,Spratt,The Secret Weapon,175.26,170,0.0,Orthodox,25.0,23.0,0.0,0.0
Austin,Springer,0,172.72,145,180.34,Orthodox,12.0,4.0,0.0,0.0
Georges,St-Pierre,Rush,180.34,185,193.04,Orthodox,26.0,2.0,0.0,0.0
Bobby,Stack,0,175.26,155,0.0,Orthodox,8.0,3.0,0.0,0.0
Andreas,Stahl,Real Steel,180.34,170,0.0,Orthodox,10.0,4.0,0.0,0.0
Ron,Stallings,The Choir Boy,187.96,170,190.5,Southpaw,14.0,8.0,0.0,0.0
Cody,Stamann,The Spartan,167.64000000000001,135,162.56,Orthodox,21.0,6.0,1.0,0.0
Cristina,Stanciu,Barbie,160.02,115,0.0,Orthodox,5.0,2.0,0.0,0.0
Brian,Stann,All American,185.42,205,187.96,Orthodox,12.0,6.0,0.0,0.0
Josh,Stansbury,The Sandman,187.96,205,187.96,Orthodox,4.0,8.0,0.0,0.0
Dion,Staring,Soldier,185.42,235,0.0,Orthodox,35.0,14.0,0.0,0.0
Lucas,Stark,0,0.0,155,0.0,0,1.0,5.0,0.0,0.0
Clifford,Starks,0,182.88,185,198.12,Orthodox,13.0,3.0,0.0,0.0
Kalib,Starnes,0,190.5,185,187.96,Orthodox,17.0,11.0,1.0,0.0
Laureano,Staropoli,Pepi,185.42,185,180.34,Orthodox,9.0,5.0,0.0,0.0
Damian,Stasiak,Webster,165.1,135,177.8,Orthodox,10.0,6.0,0.0,0.0
Adam,Steele,0,0.0,170,0.0,0,0.0,1.0,0.0,0.0
Dominique,Steele,Non-Stop Action-Packed,177.8,170,187.96,Orthodox,14.0,9.0,0.0,0.0
Ricky,Steele,The Karate Kid,175.26,135,187.96,Orthodox,6.0,0.0,0.0,0.0
Eric,Steenberg,0,0.0,155,0.0,0,5.0,1.0,0.0,0.0
Steve,Steinbeiss,The Hooligan,190.5,185,190.5,Orthodox,9.0,4.0,0.0,0.0
Ray,Steinbeiss,Ipswitch Cobra,180.34,170,0.0,Orthodox,14.0,7.0,0.0,0.0
Dmitri,Stepanov,0,190.5,217,0.0,Orthodox,0.0,1.0,0.0,0.0
Jeremy,Stephens,Lil' Heathen,175.26,145,180.34,Orthodox,28.0,19.0,0.0,0.0
Aljamain,Sterling,Funk Master,170.18,135,180.34,Orthodox,23.0,3.0,0.0,0.0
Marc,Stevens,0,175.26,155,0.0,0,21.0,10.0,0.0,0.0
Joe,Stevenson,Daddy,170.18,145,177.8,Orthodox,33.0,16.0,0.0,0.0
Maia,Stevenson,0,162.56,115,157.48,Orthodox,6.0,5.0,0.0,0.0
Luke,Stewart,0,180.34,170,0.0,Orthodox,6.0,3.0,0.0,0.0
Darren,Stewart,The Dentist,182.88,205,187.96,Orthodox,12.0,8.0,0.0,0.0
Kyle,Stewart,Gunz Up,182.88,170,193.04,Orthodox,11.0,3.0,0.0,0.0
Alex,Stiebling,The Brazilian Killa,187.96,205,0.0,Southpaw,19.0,11.0,1.0,0.0
Tyler,Stinson,The Evolution,190.5,170,0.0,0,30.0,10.0,0.0,0.0
Dan,Stittgen,The Anvil,185.42,170,0.0,Orthodox,12.0,5.0,0.0,0.0
Lazar,Stojadinovic,The Bronx Bomber,170.18,145,172.72,Southpaw,12.0,5.0,0.0,0.0
Denis,Stojnic,0,182.88,245,0.0,Orthodox,13.0,3.0,0.0,0.0
Julija,Stoliarenko,0,170.18,125,167.64000000000001,0,11.0,8.0,2.0,0.0
Dustin,Stoltzfus,0,182.88,185,190.5,Orthodox,14.0,5.0,0.0,0.0
Niklas,Stolze,Green Mask,185.42,155,187.96,Switch,12.0,6.0,0.0,0.0
Ken,Stone,0,172.72,135,180.34,Southpaw,11.0,4.0,0.0,0.0
Ryan,Stonitsch,0,175.26,170,0.0,Southpaw,8.0,1.0,0.0,0.0
George,Stork,0,177.8,185,0.0,0,7.0,9.0,0.0,0.0
Rick,Story,The Horror,175.26,170,180.34,Southpaw,19.0,9.0,0.0,0.0
Darko,Stosic,0,182.88,205,193.04,Orthodox,13.0,4.0,0.0,0.0
